	ID	x	y	z	radius	volume_total	volume_nuclear_fluid	volume_nuclear_solid	volume_cytoplasmic_fluid	volume_cytoplasmic_solid	volume_calcified_fraction	phenotype	elapsed_time
121	121	219.195	300.762	0	1.76045	22.8537	2.07925e-22	0.000530751	8.94409e-18	22.8532	0.000419824	102	57036
122	1267	292.415	600.005	0	10.5293	4889.8	886.418	123.571	3401.82	477.983	0.000419824	102	36
123	993	140.143	490.984	0	1.75482	22.6353	1.73709e-22	0.000510437	7.69536e-18	22.6348	0.000419824	102	57216
124	124	378.37	278.763	0	1.75651	22.7006	1.83336e-22	0.000516449	8.05047e-18	22.7001	0.000419824	102	57162
125	125	215.918	300.474	0	1.75669	22.7079	1.84438e-22	0.000517121	8.09092e-18	22.7073	0.000419824	102	57156
126	126	226.985	282.749	0	1.75988	22.8318	2.0422e-22	0.000528684	8.8106e-18	22.8312	0.000419824	102	57054
127	1176	369.84	58.3438	0	1.75726	22.7297	1.87784e-22	0.000519143	8.21351e-18	22.7292	0.000419824	102	57138
128	944	91.7806	162.206	0	1.75482	22.6353	1.73709e-22	0.000510437	7.69536e-18	22.6348	0.000419824	102	57216
129	129	213.975	303.086	0	1.76383	22.9857	2.31611e-22	0.000543325	9.7886e-18	22.9852	0.000419824	102	56928
130	991	490.163	469.372	0	1.76157	22.8976	2.15538e-22	0.00053491	9.21717e-18	22.8971	0.000419824	102	57000
131	131	384.841	309.356	0	1.76195	22.9123	2.18137e-22	0.000536303	9.31004e-18	22.9118	0.000419824	102	56988
132	132	388.975	301.815	0	1.76176	22.905	2.16834e-22	0.000535606	9.26349e-18	22.9044	0.000419824	102	56994
133	133	212.652	300.117	0	1.76045	22.8537	2.07925e-22	0.000530751	8.94409e-18	22.8532	0.000419824	102	57036
134	134	215.3	292.037	0	1.76195	22.9123	2.18137e-22	0.000536303	9.31004e-18	22.9118	0.000419824	102	56988
135	135	393.42	357.138	0	1.75744	22.737	1.88913e-22	0.000519819	8.25479e-18	22.7364	0.000419824	102	57132
136	966	222.263	132.027	0	1.75707	22.7224	1.86662e-22	0.000518468	8.17244e-18	22.7219	0.000419824	102	57144
137	1090	443.909	83.3113	0	1.75782	22.7515	1.91191e-22	0.000521173	8.33796e-18	22.751	0.000419824	102	57120
138	2097	156.308	484.361	0	8.41271	2494	405	135	1465.5	488.5	0	14	10824
139	1215	415.332	538.729	0	1.76232	22.927	2.20768e-22	0.000537701	9.40384e-18	22.9264	0.000419824	102	56976
140	140	396.488	308.028	0	1.76138	22.8903	2.1425e-22	0.000534215	9.17109e-18	22.8898	0.000419824	102	57006
141	141	177.899	299.822	0	1.75688	22.7151	1.85546e-22	0.000517794	8.13158e-18	22.7146	0.000419824	102	57150
142	142	185.6	284.804	0	1.75501	22.6425	1.74753e-22	0.000511102	7.73403e-18	22.642	0.000419824	102	57210
143	143	398.176	321.125	0	1.75538	22.657	1.7686e-22	0.000512433	7.81196e-18	22.6565	0.000419824	102	57198
144	1016	348.414	88.8298	0	1.75613	22.6861	1.81151e-22	0.000515107	7.97017e-18	22.6856	0.000419824	102	57174
145	2109	182.206	81.9004	0	8.41271	2494	405	135	1465.5	488.5	0	14	8958
146	1150	469.236	114.488	0	1.75463	22.6281	1.72671e-22	0.000509774	7.65689e-18	22.6275	0.000419824	102	57222
147	908	208.521	138.036	0	1.75576	22.6716	1.78993e-22	0.000513768	7.89067e-18	22.671	0.000419824	102	57186
148	148	484.129	268.2	0	1.76421	23.0005	2.34404e-22	0.000544741	9.88723e-18	22.9999	0.000419824	102	56916
